Número del comprobante,Fecha,Descripción,Código de cuenta,Débito,Crédito,Detalle de la línea
RC-202606-0001,2026-06-05,Recaudo canon junio — Calle 75 # 57-31 Apto 802,28150510,,550000,Cuota de administración
RC-202606-0002,2026-06-05,Recaudo canon junio — Carrera 39D # 12-92 Apto 1003,111005,2220000,,Pago de Nicolás Rojas
RC-202606-0002,2026-06-05,Recaudo canon junio — Carrera 39D # 12-92 Apto 1003,28150505,,1600000,Canon
RC-202606-0002,2026-06-05,Recaudo canon junio — Carrera 39D # 12-92 Apto 1003,28150510,,620000,Cuota de administración
RC-202606-0005,2026-06-05,Recaudo canon junio — Calle 51 # 27-72 Casa 1,111005,3550000,,Pago de Nicolás Hoyos
RC-202606-0005,2026-06-05,Recaudo canon junio — Calle 51 # 27-72 Casa 1,28150505,,3550000,Canon
RC-202606-0006,2026-06-05,Recaudo canon junio — Carrera 29 # 35-73,111005,2100000,,Pago de Ana María
RC-202606-0006,2026-06-05,Recaudo canon junio — Carrera 29 # 35-73,28150505,,2100000,Canon
RC-202606-0009,2026-06-05,Recaudo canon junio — Carrera 4 # 70-54 Of. 1505,111005,5180000,,Pago de Lina María
RC-202606-0009,2026-06-05,Recaudo canon junio — Carrera 4 # 70-54 Of. 1505,28150505,,4600000,Canon
RC-202606-0009,2026-06-05,Recaudo canon junio — Carrera 4 # 70-54 Of. 1505,28150510,,580000,Cuota de administración
RC-202606-0010,2026-06-05,Recaudo canon junio — Calle 135 # 58-45 Apto 1103,111005,4630000,,Pago de Lina María
RC-202606-0010,2026-06-05,Recaudo canon junio — Calle 135 # 58-45 Apto 1103,28150505,,4100000,Canon
RC-202606-0010,2026-06-05,Recaudo canon junio — Calle 135 # 58-45 Apto 1103,28150510,,530000,Cuota de administración
RC-202606-0011,2026-06-05,Recaudo canon junio — Diagonal 38 # 84-69 Apto 1004,111005,2480000,,Pago de Nataly Henao
RC-202606-0011,2026-06-05,Recaudo canon junio — Diagonal 38 # 84-69 Apto 1004,28150505,,1850000,Canon
RC-202606-0011,2026-06-05,Recaudo canon junio — Diagonal 38 # 84-69 Apto 1004,28150510,,630000,Cuota de administración
RC-202606-0012,2026-06-05,Recaudo canon junio — Carrera 84 # 25-96 Apto 701,111005,3710000,,Pago de Lina María
RC-202606-0012,2026-06-05,Recaudo canon junio — Carrera 84 # 25-96 Apto 701,28150505,,3300000,Canon
RC-202606-0012,2026-06-05,Recaudo canon junio — Carrera 84 # 25-96 Apto 701,28150510,,410000,Cuota de administración
RC-202606-0013,2026-06-05,Recaudo canon junio — Carrera 143 Sur # 44-68 Local 14,111005,5780000,,Pago de Julián David
RC-202606-0013,2026-06-05,Recaudo canon junio — Carrera 143 Sur # 44-68 Local 14,28150505,,5700000,Canon
RC-202606-0013,2026-06-05,Recaudo canon junio — Carrera 143 Sur # 44-68 Local 14,28150510,,80000,Cuota de administración
RC-202606-0017,2026-06-05,Recaudo canon junio — Calle 40 # 15-19 Apto 1602,111005,2530000,,Pago de Héctor Fabio
RC-202606-0017,2026-06-05,Recaudo canon junio — Calle 40 # 15-19 Apto 1602,28150505,,2050000,Canon
RC-202606-0017,2026-06-05,Recaudo canon junio — Calle 40 # 15-19 Apto 1602,28150510,,480000,Cuota de administración
RC-202606-0022,2026-06-05,Recaudo canon junio — Calle 72 # 74-77 Apto 504,111005,1410000,,Pago de Luis Alberto
RC-202606-0022,2026-06-05,Recaudo canon junio — Calle 72 # 74-77 Apto 504,28150505,,1100000,Canon
RC-202606-0022,2026-06-05,Recaudo canon junio — Calle 72 # 74-77 Apto 504,28150510,,310000,Cuota de administración
RC-202606-0023,2026-06-05,Recaudo canon junio — Calle 45B # 81-25,111005,5700000,,Pago de Nicolás Londoño
RC-202606-0023,2026-06-05,Recaudo canon junio — Calle 45B # 81-25,28150505,,5700000,Canon
RC-202606-0024,2026-06-05,Recaudo canon junio — Diagonal 43 Bis # 37-8 Of. 202,111005,4430000,,Pago de Adriana Castaño
RC-202606-0024,2026-06-05,Recaudo canon junio — Diagonal 43 Bis # 37-8 Of. 202,28150505,,3800000,Canon
RC-202606-0024,2026-06-05,Recaudo canon junio — Diagonal 43 Bis # 37-8 Of. 202,28150510,,630000,Cuota de administración
RC-202606-0025,2026-06-05,Recaudo canon junio — Carrera 9 # 26-93 Apto 901,111005,1760000,,Pago de Wilmer Zapata
RC-202606-0025,2026-06-05,Recaudo canon junio — Carrera 9 # 26-93 Apto 901,28150505,,1550000,Canon
RC-202606-0025,2026-06-05,Recaudo canon junio — Carrera 9 # 26-93 Apto 901,28150510,,210000,Cuota de administración
RC-202606-0031,2026-06-05,Recaudo canon junio — Calle 150 # 65-70 Casa 31,111005,6300000,,Pago de Rosa Elvira
RC-202606-0031,2026-06-05,Recaudo canon junio — Calle 150 # 65-70 Casa 31,28150505,,6300000,Canon
RC-202606-0033,2026-06-05,Recaudo canon junio — Calle 84C # 41-35 Casa 29,111005,4100000,,Pago de María Fernanda
RC-202606-0033,2026-06-05,Recaudo canon junio — Calle 84C # 41-35 Casa 29,28150505,,4100000,Canon
RC-202606-0035,2026-06-05,Recaudo canon junio — Diagonal 28 # 24-85 Apto 1402,111005,3960000,,Pago de Óscar Darío
RC-202606-0035,2026-06-05,Recaudo canon junio — Diagonal 28 # 24-85 Apto 1402,28150505,,3700000,Canon
RC-202606-0035,2026-06-05,Recaudo canon junio — Diagonal 28 # 24-85 Apto 1402,28150510,,260000,Cuota de administración
RC-202606-0038,2026-06-05,Recaudo canon junio — Calle 17 # 58-43 Apto 401,111005,4820000,,Pago de Diana Carolina
RC-202606-0038,2026-06-05,Recaudo canon junio — Calle 17 # 58-43 Apto 401,28150505,,4450000,Canon
RC-202606-0038,2026-06-05,Recaudo canon junio — Calle 17 # 58-43 Apto 401,28150510,,370000,Cuota de administración
RC-202606-0054,2026-06-05,Recaudo canon junio — Calle 6 Bis # 10-96 Local 18,111005,9910000,,Pago de Marta Cecilia
RC-202606-0054,2026-06-05,Recaudo canon junio — Calle 6 Bis # 10-96 Local 18,28150505,,9450000,Canon
RC-202606-0054,2026-06-05,Recaudo canon junio — Calle 6 Bis # 10-96 Local 18,28150510,,460000,Cuota de administración
RC-202606-0055,2026-06-05,Recaudo canon junio — Calle 28 # 42-20 Apto 1403,111005,4050000,,Pago de Mónica Liliana
RC-202606-0055,2026-06-05,Recaudo canon junio — Calle 28 # 42-20 Apto 1403,28150505,,3550000,Canon
RC-202606-0055,2026-06-05,Recaudo canon junio — Calle 28 # 42-20 Apto 1403,28150510,,500000,Cuota de administración
RC-202606-0057,2026-06-05,Recaudo canon junio — Calle 22 # 77-35 Apto 1804,111005,2250000,,Pago de Gloria Inés
RC-202606-0057,2026-06-05,Recaudo canon junio — Calle 22 # 77-35 Apto 1804,28150505,,1700000,Canon
RC-202606-0057,2026-06-05,Recaudo canon junio — Calle 22 # 77-35 Apto 1804,28150510,,550000,Cuota de administración
RC-202606-0068,2026-06-05,Recaudo canon junio — Avenida 41 # 29-72 Apto 102,111005,2850000,,Pago de Luisa Fernanda
RC-202606-0068,2026-06-05,Recaudo canon junio — Avenida 41 # 29-72 Apto 102,28150505,,2400000,Canon
RC-202606-0068,2026-06-05,Recaudo canon junio — Avenida 41 # 29-72 Apto 102,28150510,,450000,Cuota de administración
RC-202606-0069,2026-06-05,Recaudo canon junio — Calle 159 # 86-84 Apto 1004,111005,2550000,,Pago de Esteban Hoyos
RC-202606-0069,2026-06-05,Recaudo canon junio — Calle 159 # 86-84 Apto 1004,28150505,,2300000,Canon
RC-202606-0069,2026-06-05,Recaudo canon junio — Calle 159 # 86-84 Apto 1004,28150510,,250000,Cuota de administración
RC-202606-0072,2026-06-05,Recaudo canon junio — Transversal 11 # 41-72 Apto 502,111005,3830000,,Pago de Juliana Cardona
RC-202606-0072,2026-06-05,Recaudo canon junio — Transversal 11 # 41-72 Apto 502,28150505,,3500000,Canon
RC-202606-0072,2026-06-05,Recaudo canon junio — Transversal 11 # 41-72 Apto 502,28150510,,330000,Cuota de administración
RC-202606-0073,2026-06-05,Recaudo canon junio — Carrera 61A # 98-95 Local 18,111005,6230000,,Pago de Hernán Uribe
RC-202606-0073,2026-06-05,Recaudo canon junio — Carrera 61A # 98-95 Local 18,28150505,,6200000,Canon
RC-202606-0073,2026-06-05,Recaudo canon junio — Carrera 61A # 98-95 Local 18,28150510,,30000,Cuota de administración
CI-202606-0001,2026-06-05,Comisión 9% junio — Calle 75 # 57-31 Apto 802,28150505,257040,,Descuento de comisión e IVA
CI-202606-0001,2026-06-05,Comisión 9% junio — Calle 75 # 57-31 Apto 802,415510,,216000,Comisión de administración
CI-202606-0001,2026-06-05,Comisión 9% junio — Calle 75 # 57-31 Apto 802,240805,,41040,IVA 19 % sobre la comisión
CI-202606-0002,2026-06-05,Comisión 10% junio — Carrera 39D # 12-92 Apto 1003,28150505,190400,,Descuento de comisión e IVA
CI-202606-0002,2026-06-05,Comisión 10% junio — Carrera 39D # 12-92 Apto 1003,415510,,160000,Comisión de administración
CI-202606-0002,2026-06-05,Comisión 10% junio — Carrera 39D # 12-92 Apto 1003,240805,,30400,IVA 19 % sobre la comisión
CI-202606-0005,2026-06-05,Comisión 10% junio — Calle 51 # 27-72 Casa 1,28150505,422450,,Descuento de comisión e IVA
CI-202606-0005,2026-06-05,Comisión 10% junio — Calle 51 # 27-72 Casa 1,415510,,355000,Comisión de administración
CI-202606-0005,2026-06-05,Comisión 10% junio — Calle 51 # 27-72 Casa 1,240805,,67450,IVA 19 % sobre la comisión
CI-202606-0006,2026-06-05,Comisión 8% junio — Carrera 29 # 35-73,28150505,199920,,Descuento de comisión e IVA
CI-202606-0006,2026-06-05,Comisión 8% junio — Carrera 29 # 35-73,415510,,168000,Comisión de administración
CI-202606-0006,2026-06-05,Comisión 8% junio — Carrera 29 # 35-73,240805,,31920,IVA 19 % sobre la comisión
CI-202606-0009,2026-06-05,Comisión 10% junio — Carrera 4 # 70-54 Of. 1505,28150505,547400,,Descuento de comisión e IVA
CI-202606-0009,2026-06-05,Comisión 10% junio — Carrera 4 # 70-54 Of. 1505,415510,,460000,Comisión de administración
CI-202606-0009,2026-06-05,Comisión 10% junio — Carrera 4 # 70-54 Of. 1505,240805,,87400,IVA 19 % sobre la comisión
CI-202606-0010,2026-06-05,Comisión 10% junio — Calle 135 # 58-45 Apto 1103,28150505,487900,,Descuento de comisión e IVA
CI-202606-0010,2026-06-05,Comisión 10% junio — Calle 135 # 58-45 Apto 1103,415510,,410000,Comisión de administración
CI-202606-0010,2026-06-05,Comisión 10% junio — Calle 135 # 58-45 Apto 1103,240805,,77900,IVA 19 % sobre la comisión
CI-202606-0011,2026-06-05,Comisión 8% junio — Diagonal 38 # 84-69 Apto 1004,28150505,176120,,Descuento de comisión e IVA
CI-202606-0011,2026-06-05,Comisión 8% junio — Diagonal 38 # 84-69 Apto 1004,415510,,148000,Comisión de administración
CI-202606-0011,2026-06-05,Comisión 8% junio — Diagonal 38 # 84-69 Apto 1004,240805,,28120,IVA 19 % sobre la comisión
CI-202606-0012,2026-06-05,Comisión 8% junio — Carrera 84 # 25-96 Apto 701,28150505,314160,,Descuento de comisión e IVA
CI-202606-0012,2026-06-05,Comisión 8% junio — Carrera 84 # 25-96 Apto 701,415510,,264000,Comisión de administración
CI-202606-0012,2026-06-05,Comisión 8% junio — Carrera 84 # 25-96 Apto 701,240805,,50160,IVA 19 % sobre la comisión
CI-202606-0013,2026-06-05,Comisión 10% junio — Carrera 143 Sur # 44-68 Local 14,28150505,678300,,Descuento de comisión e IVA
CI-202606-0013,2026-06-05,Comisión 10% junio — Carrera 143 Sur # 44-68 Local 14,415510,,570000,Comisión de administración
CI-202606-0013,2026-06-05,Comisión 10% junio — Carrera 143 Sur # 44-68 Local 14,240805,,108300,IVA 19 % sobre la comisión
CI-202606-0017,2026-06-05,Comisión 10% junio — Calle 40 # 15-19 Apto 1602,28150505,243950,,Descuento de comisión e IVA
CI-202606-0017,2026-06-05,Comisión 10% junio — Calle 40 # 15-19 Apto 1602,415510,,205000,Comisión de administración
CI-202606-0017,2026-06-05,Comisión 10% junio — Calle 40 # 15-19 Apto 1602,240805,,38950,IVA 19 % sobre la comisión
CI-202606-0022,2026-06-05,Comisión 10% junio — Calle 72 # 74-77 Apto 504,28150505,130900,,Descuento de comisión e IVA
CI-202606-0022,2026-06-05,Comisión 10% junio — Calle 72 # 74-77 Apto 504,415510,,110000,Comisión de administración
CI-202606-0022,2026-06-05,Comisión 10% junio — Calle 72 # 74-77 Apto 504,240805,,20900,IVA 19 % sobre la comisión
CI-202606-0023,2026-06-05,Comisión 8% junio — Calle 45B # 81-25,28150505,542640,,Descuento de comisión e IVA
CI-202606-0023,2026-06-05,Comisión 8% junio — Calle 45B # 81-25,415510,,456000,Comisión de administración
CI-202606-0023,2026-06-05,Comisión 8% junio — Calle 45B # 81-25,240805,,86640,IVA 19 % sobre la comisión
CI-202606-0024,2026-06-05,Comisión 10% junio — Diagonal 43 Bis # 37-8 Of. 202,28150505,452200,,Descuento de comisión e IVA
CI-202606-0024,2026-06-05,Comisión 10% junio — Diagonal 43 Bis # 37-8 Of. 202,415510,,380000,Comisión de administración
CI-202606-0024,2026-06-05,Comisión 10% junio — Diagonal 43 Bis # 37-8 Of. 202,240805,,72200,IVA 19 % sobre la comisión
CI-202606-0025,2026-06-05,Comisión 10% junio — Carrera 9 # 26-93 Apto 901,28150505,184450,,Descuento de comisión e IVA
CI-202606-0025,2026-06-05,Comisión 10% junio — Carrera 9 # 26-93 Apto 901,415510,,155000,Comisión de administración
CI-202606-0025,2026-06-05,Comisión 10% junio — Carrera 9 # 26-93 Apto 901,240805,,29450,IVA 19 % sobre la comisión
CI-202606-0031,2026-06-05,Comisión 10% junio — Calle 150 # 65-70 Casa 31,28150505,749700,,Descuento de comisión e IVA
CI-202606-0031,2026-06-05,Comisión 10% junio — Calle 150 # 65-70 Casa 31,415510,,630000,Comisión de administración
CI-202606-0031,2026-06-05,Comisión 10% junio — Calle 150 # 65-70 Casa 31,240805,,119700,IVA 19 % sobre la comisión
CI-202606-0033,2026-06-05,Comisión 9% junio — Calle 84C # 41-35 Casa 29,28150505,439110,,Descuento de comisión e IVA
CI-202606-0033,2026-06-05,Comisión 9% junio — Calle 84C # 41-35 Casa 29,415510,,369000,Comisión de administración
CI-202606-0033,2026-06-05,Comisión 9% junio — Calle 84C # 41-35 Casa 29,240805,,70110,IVA 19 % sobre la comisión
CI-202606-0035,2026-06-05,Comisión 10% junio — Diagonal 28 # 24-85 Apto 1402,28150505,440300,,Descuento de comisión e IVA
CI-202606-0035,2026-06-05,Comisión 10% junio — Diagonal 28 # 24-85 Apto 1402,415510,,370000,Comisión de administración
CI-202606-0035,2026-06-05,Comisión 10% junio — Diagonal 28 # 24-85 Apto 1402,240805,,70300,IVA 19 % sobre la comisión
CI-202606-0038,2026-06-05,Comisión 9% junio — Calle 17 # 58-43 Apto 401,28150505,476595,,Descuento de comisión e IVA
CI-202606-0038,2026-06-05,Comisión 9% junio — Calle 17 # 58-43 Apto 401,415510,,400500,Comisión de administración
CI-202606-0038,2026-06-05,Comisión 9% junio — Calle 17 # 58-43 Apto 401,240805,,76095,IVA 19 % sobre la comisión
CI-202606-0054,2026-06-05,Comisión 10% junio — Calle 6 Bis # 10-96 Local 18,28150505,1124550,,Descuento de comisión e IVA
CI-202606-0054,2026-06-05,Comisión 10% junio — Calle 6 Bis # 10-96 Local 18,415510,,945000,Comisión de administración
CI-202606-0054,2026-06-05,Comisión 10% junio — Calle 6 Bis # 10-96 Local 18,240805,,179550,IVA 19 % sobre la comisión
CI-202606-0055,2026-06-05,Comisión 9% junio — Calle 28 # 42-20 Apto 1403,28150505,380205,,Descuento de comisión e IVA
CI-202606-0055,2026-06-05,Comisión 9% junio — Calle 28 # 42-20 Apto 1403,415510,,319500,Comisión de administración
CI-202606-0055,2026-06-05,Comisión 9% junio — Calle 28 # 42-20 Apto 1403,240805,,60705,IVA 19 % sobre la comisión
CI-202606-0057,2026-06-05,Comisión 9% junio — Calle 22 # 77-35 Apto 1804,28150505,182070,,Descuento de comisión e IVA
CI-202606-0057,2026-06-05,Comisión 9% junio — Calle 22 # 77-35 Apto 1804,415510,,153000,Comisión de administración
CI-202606-0057,2026-06-05,Comisión 9% junio — Calle 22 # 77-35 Apto 1804,240805,,29070,IVA 19 % sobre la comisión
CI-202606-0068,2026-06-05,Comisión 10% junio — Avenida 41 # 29-72 Apto 102,28150505,285600,,Descuento de comisión e IVA
CI-202606-0068,2026-06-05,Comisión 10% junio — Avenida 41 # 29-72 Apto 102,415510,,240000,Comisión de administración
CI-202606-0068,2026-06-05,Comisión 10% junio — Avenida 41 # 29-72 Apto 102,240805,,45600,IVA 19 % sobre la comisión
CI-202606-0069,2026-06-05,Comisión 10% junio — Calle 159 # 86-84 Apto 1004,28150505,273700,,Descuento de comisión e IVA
CI-202606-0069,2026-06-05,Comisión 10% junio — Calle 159 # 86-84 Apto 1004,415510,,230000,Comisión de administración
CI-202606-0069,2026-06-05,Comisión 10% junio — Calle 159 # 86-84 Apto 1004,240805,,43700,IVA 19 % sobre la comisión
CI-202606-0072,2026-06-05,Comisión 9% junio — Transversal 11 # 41-72 Apto 502,28150505,374850,,Descuento de comisión e IVA
CI-202606-0072,2026-06-05,Comisión 9% junio — Transversal 11 # 41-72 Apto 502,415510,,315000,Comisión de administración
CI-202606-0072,2026-06-05,Comisión 9% junio — Transversal 11 # 41-72 Apto 502,240805,,59850,IVA 19 % sobre la comisión
CI-202606-0073,2026-06-05,Comisión 8% junio — Carrera 61A # 98-95 Local 18,28150505,590240,,Descuento de comisión e IVA
CI-202606-0073,2026-06-05,Comisión 8% junio — Carrera 61A # 98-95 Local 18,415510,,496000,Comisión de administración
CI-202606-0073,2026-06-05,Comisión 8% junio — Carrera 61A # 98-95 Local 18,240805,,94240,IVA 19 % sobre la comisión
CE-202606-0008,2026-06-05,Giro a propietario junio — Circular 15 # 99-34 Apto 1801,28150505,1145300,,Giro a Fiduciaria del
CE-202606-0008,2026-06-05,Giro a propietario junio — Circular 15 # 99-34 Apto 1801,511580,4581,,GMF 4×1000
CE-202606-0008,2026-06-05,Giro a propietario junio — Circular 15 # 99-34 Apto 1801,111005,,1149881,BANCOLOMBIA 28958747776
CE-202606-0018,2026-06-05,Giro a propietario junio — Carrera 31 # 74-29 Apto 903,28150505,881000,,Giro a Paula Andrea
CE-202606-0018,2026-06-05,Giro a propietario junio — Carrera 31 # 74-29 Apto 903,511580,3524,,GMF 4×1000
CE-202606-0018,2026-06-05,Giro a propietario junio — Carrera 31 # 74-29 Apto 903,111005,,884524,NEQUI 3116928984
CE-202606-0021,2026-06-05,Giro a propietario junio — Carrera 17 # 28-49 Apto 801,28150505,1266720,,Giro a Luisa Fernanda
CE-202606-0021,2026-06-05,Giro a propietario junio — Carrera 17 # 28-49 Apto 801,511580,5067,,GMF 4×1000
CE-202606-0021,2026-06-05,Giro a propietario junio — Carrera 17 # 28-49 Apto 801,111005,,1271787,BBVA 087117494485
CE-202606-0029,2026-06-05,Giro a propietario junio — Avenida 84 # 3-48 Apto 1004,28150505,3259700,,Giro a Fiduciaria del
CE-202606-0029,2026-06-05,Giro a propietario junio — Avenida 84 # 3-48 Apto 1004,511580,13039,,GMF 4×1000
CE-202606-0029,2026-06-05,Giro a propietario junio — Avenida 84 # 3-48 Apto 1004,111005,,3272739,BANCOLOMBIA 28958747776
CE-202606-0040,2026-06-05,Giro a propietario junio — Calle 75 # 10-91 Apto 1002,28150505,969100,,Giro a Camila Arango
CE-202606-0040,2026-06-05,Giro a propietario junio — Calle 75 # 10-91 Apto 1002,511580,3876,,GMF 4×1000
CE-202606-0040,2026-06-05,Giro a propietario junio — Calle 75 # 10-91 Apto 1002,111005,,972976,BANCO_OCCIDENTE 446967661
CE-202606-0041,2026-06-05,Giro a propietario junio — Diagonal 18D # 80-32 Casa 20,28150505,2669160,,Giro a Iván Darío
